region,date,daily_cases,daily_fatalities
England,08/08/2024,274,
England,09/08/2024,284,
England,10/08/2024,199,
England,11/08/2024,206,
England,12/08/2024,288,
England,13/08/2024,275,
England,14/08/2024,276,
England,15/08/2024,262,
England,16/08/2024,238,
England,17/08/2024,158,
England,18/08/2024,160,
England,19/08/2024,244,
England,20/08/2024,202,
England,21/08/2024,218,
England,22/08/2024,247,
England,23/08/2024,219,
England,24/08/2024,201,
England,25/08/2024,162,
England,26/08/2024,230,
England,27/08/2024,248,
England,28/08/2024,273,
England,29/08/2024,252,
England,30/08/2024,240,
England,31/08/2024,195,
England,01/09/2024,171,
England,02/09/2024,276,
England,03/09/2024,270,
England,04/09/2024,238,
England,05/09/2024,260,
England,06/09/2024,258,
England,07/09/2024,200,
England,08/09/2024,188,
England,09/09/2024,271,
England,10/09/2024,282,
England,11/09/2024,265,
England,12/09/2024,249,
England,13/09/2024,260,
England,14/09/2024,252,
England,15/09/2024,266,
England,16/09/2024,448,
England,17/09/2024,428,
England,18/09/2024,418,
England,19/09/2024,402,
England,20/09/2024,390,
England,21/09/2024,311,
England,22/09/2024,374,
England,23/09/2024,496,
England,24/09/2024,472,
England,25/09/2024,429,
England,26/09/2024,470,
England,27/09/2024,406,
England,28/09/2024,317,
England,29/09/2024,281,
England,30/09/2024,465,
England,01/10/2024,501,
England,02/10/2024,547,
England,03/10/2024,502,
England,04/10/2024,498,
England,05/10/2024,378,
England,06/10/2024,406,
England,07/10/2024,629,
England,08/10/2024,587,
England,09/10/2024,549,
England,10/10/2024,550,
England,11/10/2024,428,
England,12/10/2024,327,
England,13/10/2024,335,
England,14/10/2024,483,
England,15/10/2024,481,
England,16/10/2024,564,
England,17/10/2024,572,
England,18/10/2024,457,
England,19/10/2024,346,
England,20/10/2024,321,
England,21/10/2024,467,
England,22/10/2024,414,
England,23/10/2024,382,
England,24/10/2024,398,
England,25/10/2024,368,
England,26/10/2024,238,
England,27/10/2024,242,
England,28/10/2024,323,
England,29/10/2024,297,
England,30/10/2024,307,
England,31/10/2024,268,
England,01/11/2024,239,
England,02/11/2024,171,
England,03/11/2024,165,
England,04/11/2024,260,
England,05/11/2024,227,
England,06/11/2024,211,
England,07/11/2024,210,
England,08/11/2024,221,
England,09/11/2024,157,
England,10/11/2024,149,
England,11/11/2024,164,
England,12/11/2024,179,
England,13/11/2024,186,
England,14/11/2024,159,
England,15/11/2024,174,
England,16/11/2024,122,
England,17/11/2024,114,
England,18/11/2024,189,
England,19/11/2024,216,
England,20/11/2024,185,
England,21/11/2024,147,
England,22/11/2024,144,
England,23/11/2024,154,
England,24/11/2024,108,
England,25/11/2024,155,
England,26/11/2024,121,
England,27/11/2024,33,
